serial,lot,fixture,shift,timestamp,step,measurement,value,unit,lower_limit,upper_limit,result,notes
SRB5030-2608-0082,L2608A,FIX-02,B,2026-08-25T15:54:28,5,LOAD_REG,0.406,%,,0.800,PASS,
SRB5030-2608-0082,L2608A,FIX-02,B,2026-08-25T15:54:35,6,EFF_FL,92.69,%,88.00,,PASS,
SRB5030-2608-0082,L2608A,FIX-02,B,2026-08-25T15:54:42,7,RIPPLE,21.6,mV,,50.0,PASS,
SRB5030-2608-0082,L2608A,FIX-02,B,2026-08-25T15:54:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0083,L2608A,FIX-03,B,2026-08-25T16:01:00,1,R_OUT,3140.7,ohm,500.0,,PASS,
SRB5030-2608-0083,L2608A,FIX-03,B,2026-08-25T16:01:07,2,IQ_NL,10.70,mA,,25.00,PASS,
SRB5030-2608-0083,L2608A,FIX-03,B,2026-08-25T16:01:14,3,VOUT,4.9835,V,4.9500,5.0500,PASS,
SRB5030-2608-0083,L2608A,FIX-03,B,2026-08-25T16:01:21,4,LINE_REG,0.106,%,,0.300,PASS,
SRB5030-2608-0083,L2608A,FIX-03,B,2026-08-25T16:01:28,5,LOAD_REG,0.357,%,,0.800,PASS,
SRB5030-2608-0083,L2608A,FIX-03,B,2026-08-25T16:01:35,6,EFF_FL,92.40,%,88.00,,PASS,
SRB5030-2608-0083,L2608A,FIX-03,B,2026-08-25T16:01:42,7,RIPPLE,21.0,mV,,50.0,PASS,
SRB5030-2608-0083,L2608A,FIX-03,B,2026-08-25T16:01:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0084,L2608A,FIX-04,B,2026-08-25T16:08:00,1,R_OUT,3189.4,ohm,500.0,,PASS,
SRB5030-2608-0084,L2608A,FIX-04,B,2026-08-25T16:08:07,2,IQ_NL,10.79,mA,,25.00,PASS,
SRB5030-2608-0084,L2608A,FIX-04,B,2026-08-25T16:08:14,3,VOUT,4.9840,V,4.9500,5.0500,PASS,
SRB5030-2608-0084,L2608A,FIX-04,B,2026-08-25T16:08:21,4,LINE_REG,0.128,%,,0.300,PASS,
SRB5030-2608-0084,L2608A,FIX-04,B,2026-08-25T16:08:28,5,LOAD_REG,0.420,%,,0.800,PASS,
SRB5030-2608-0084,L2608A,FIX-04,B,2026-08-25T16:08:35,6,EFF_FL,92.70,%,88.00,,PASS,
SRB5030-2608-0084,L2608A,FIX-04,B,2026-08-25T16:08:42,7,RIPPLE,23.0,mV,,50.0,PASS,
SRB5030-2608-0084,L2608A,FIX-04,B,2026-08-25T16:08:49,8,I_LIM,4.15,A,3.70,5.00,PASS,
SRB5030-2608-0085,L2608B,FIX-01,B,2026-08-25T16:15:00,1,R_OUT,3344.6,ohm,500.0,,PASS,
SRB5030-2608-0085,L2608B,FIX-01,B,2026-08-25T16:15:07,2,IQ_NL,11.05,mA,,25.00,PASS,
SRB5030-2608-0085,L2608B,FIX-01,B,2026-08-25T16:15:14,3,VOUT,5.0030,V,4.9500,5.0500,PASS,
SRB5030-2608-0085,L2608B,FIX-01,B,2026-08-25T16:15:21,4,LINE_REG,0.143,%,,0.300,PASS,
SRB5030-2608-0085,L2608B,FIX-01,B,2026-08-25T16:15:28,5,LOAD_REG,0.405,%,,0.800,PASS,
SRB5030-2608-0085,L2608B,FIX-01,B,2026-08-25T16:15:35,6,EFF_FL,92.72,%,88.00,,PASS,
SRB5030-2608-0085,L2608B,FIX-01,B,2026-08-25T16:15:42,7,RIPPLE,40.8,mV,,50.0,PASS,
SRB5030-2608-0085,L2608B,FIX-01,B,2026-08-25T16:15:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0086,L2608B,FIX-02,B,2026-08-25T16:22:00,1,R_OUT,3206.3,ohm,500.0,,PASS,
SRB5030-2608-0086,L2608B,FIX-02,B,2026-08-25T16:22:07,2,IQ_NL,10.99,mA,,25.00,PASS,
SRB5030-2608-0086,L2608B,FIX-02,B,2026-08-25T16:22:14,3,VOUT,5.0062,V,4.9500,5.0500,PASS,
SRB5030-2608-0086,L2608B,FIX-02,B,2026-08-25T16:22:21,4,LINE_REG,0.120,%,,0.300,PASS,
SRB5030-2608-0086,L2608B,FIX-02,B,2026-08-25T16:22:28,5,LOAD_REG,0.411,%,,0.800,PASS,
SRB5030-2608-0086,L2608B,FIX-02,B,2026-08-25T16:22:35,6,EFF_FL,92.42,%,88.00,,PASS,
SRB5030-2608-0086,L2608B,FIX-02,B,2026-08-25T16:22:42,7,RIPPLE,44.8,mV,,50.0,PASS,
SRB5030-2608-0086,L2608B,FIX-02,B,2026-08-25T16:22:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0087,L2608B,FIX-03,B,2026-08-25T16:29:00,1,R_OUT,3257.1,ohm,500.0,,PASS,
SRB5030-2608-0087,L2608B,FIX-03,B,2026-08-25T16:29:07,2,IQ_NL,10.88,mA,,25.00,PASS,
SRB5030-2608-0087,L2608B,FIX-03,B,2026-08-25T16:29:14,3,VOUT,4.9634,V,4.9500,5.0500,PASS,
SRB5030-2608-0087,L2608B,FIX-03,B,2026-08-25T16:29:21,4,LINE_REG,0.117,%,,0.300,PASS,
SRB5030-2608-0087,L2608B,FIX-03,B,2026-08-25T16:29:28,5,LOAD_REG,0.431,%,,0.800,PASS,
SRB5030-2608-0087,L2608B,FIX-03,B,2026-08-25T16:29:35,6,EFF_FL,92.50,%,88.00,,PASS,
SRB5030-2608-0087,L2608B,FIX-03,B,2026-08-25T16:29:42,7,RIPPLE,41.7,mV,,50.0,PASS,
SRB5030-2608-0087,L2608B,FIX-03,B,2026-08-25T16:29:49,8,I_LIM,4.50,A,3.70,5.00,PASS,
SRB5030-2608-0088,L2608B,FIX-04,B,2026-08-25T16:36:00,1,R_OUT,3233.5,ohm,500.0,,PASS,
SRB5030-2608-0088,L2608B,FIX-04,B,2026-08-25T16:36:07,2,IQ_NL,11.79,mA,,25.00,PASS,
SRB5030-2608-0088,L2608B,FIX-04,B,2026-08-25T16:36:14,3,VOUT,4.9998,V,4.9500,5.0500,PASS,
SRB5030-2608-0088,L2608B,FIX-04,B,2026-08-25T16:36:21,4,LINE_REG,0.167,%,,0.300,PASS,
SRB5030-2608-0088,L2608B,FIX-04,B,2026-08-25T16:36:28,5,LOAD_REG,0.425,%,,0.800,PASS,
SRB5030-2608-0088,L2608B,FIX-04,B,2026-08-25T16:36:35,6,EFF_FL,92.26,%,88.00,,PASS,
SRB5030-2608-0088,L2608B,FIX-04,B,2026-08-25T16:36:42,7,RIPPLE,43.7,mV,,50.0,PASS,
SRB5030-2608-0088,L2608B,FIX-04,B,2026-08-25T16:36:49,8,I_LIM,4.10,A,3.70,5.00,PASS,
SRB5030-2608-0089,L2608C,FIX-01,B,2026-08-25T16:43:00,1,R_OUT,3418.8,ohm,500.0,,PASS,
SRB5030-2608-0089,L2608C,FIX-01,B,2026-08-25T16:43:07,2,IQ_NL,11.72,mA,,25.00,PASS,
SRB5030-2608-0089,L2608C,FIX-01,B,2026-08-25T16:43:14,3,VOUT,5.0065,V,4.9500,5.0500,PASS,
SRB5030-2608-0089,L2608C,FIX-01,B,2026-08-25T16:43:21,4,LINE_REG,0.090,%,,0.300,PASS,
SRB5030-2608-0089,L2608C,FIX-01,B,2026-08-25T16:43:28,5,LOAD_REG,0.369,%,,0.800,PASS,
SRB5030-2608-0089,L2608C,FIX-01,B,2026-08-25T16:43:35,6,EFF_FL,93.09,%,88.00,,PASS,
SRB5030-2608-0089,L2608C,FIX-01,B,2026-08-25T16:43:42,7,RIPPLE,21.5,mV,,50.0,PASS,
SRB5030-2608-0089,L2608C,FIX-01,B,2026-08-25T16:43:49,8,I_LIM,4.15,A,3.70,5.00,PASS,
SRB5030-2608-0090,L2608C,FIX-02,B,2026-08-25T16:50:00,1,R_OUT,3345.5,ohm,500.0,,PASS,
SRB5030-2608-0090,L2608C,FIX-02,B,2026-08-25T16:50:07,2,IQ_NL,11.63,mA,,25.00,PASS,
SRB5030-2608-0090,L2608C,FIX-02,B,2026-08-25T16:50:14,3,VOUT,4.9814,V,4.9500,5.0500,PASS,
SRB5030-2608-0090,L2608C,FIX-02,B,2026-08-25T16:50:21,4,LINE_REG,0.138,%,,0.300,PASS,
SRB5030-2608-0090,L2608C,FIX-02,B,2026-08-25T16:50:28,5,LOAD_REG,0.420,%,,0.800,PASS,
SRB5030-2608-0090,L2608C,FIX-02,B,2026-08-25T16:50:35,6,EFF_FL,92.87,%,88.00,,PASS,
SRB5030-2608-0090,L2608C,FIX-02,B,2026-08-25T16:50:42,7,RIPPLE,25.2,mV,,50.0,PASS,
SRB5030-2608-0090,L2608C,FIX-02,B,2026-08-25T16:50:49,8,I_LIM,4.05,A,3.70,5.00,PASS,
SRB5030-2608-0091,L2608C,FIX-03,B,2026-08-25T16:57:00,1,R_OUT,3196.5,ohm,500.0,,PASS,
SRB5030-2608-0091,L2608C,FIX-03,B,2026-08-25T16:57:07,2,IQ_NL,11.41,mA,,25.00,PASS,
SRB5030-2608-0091,L2608C,FIX-03,B,2026-08-25T16:57:14,3,VOUT,4.9615,V,4.9500,5.0500,PASS,
SRB5030-2608-0091,L2608C,FIX-03,B,2026-08-25T16:57:21,4,LINE_REG,0.123,%,,0.300,PASS,
SRB5030-2608-0091,L2608C,FIX-03,B,2026-08-25T16:57:28,5,LOAD_REG,0.400,%,,0.800,PASS,
SRB5030-2608-0091,L2608C,FIX-03,B,2026-08-25T16:57:35,6,EFF_FL,93.06,%,88.00,,PASS,
SRB5030-2608-0091,L2608C,FIX-03,B,2026-08-25T16:57:42,7,RIPPLE,22.6,mV,,50.0,PASS,
SRB5030-2608-0091,L2608C,FIX-03,B,2026-08-25T16:57:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0092,L2608C,FIX-04,B,2026-08-25T17:04:00,1,R_OUT,3094.6,ohm,500.0,,PASS,
SRB5030-2608-0092,L2608C,FIX-04,B,2026-08-25T17:04:07,2,IQ_NL,30.89,mA,,25.00,FAIL,draws 31ma with nothing on the output. boot cap?
SRB5030-2608-0092,L2608C,FIX-04,B,2026-08-25T17:04:14,3,VOUT,4.9966,V,4.9500,5.0500,PASS,
SRB5030-2608-0092,L2608C,FIX-04,B,2026-08-25T17:04:21,4,LINE_REG,0.116,%,,0.300,PASS,
SRB5030-2608-0092,L2608C,FIX-04,B,2026-08-25T17:04:28,5,LOAD_REG,0.409,%,,0.800,PASS,
SRB5030-2608-0092,L2608C,FIX-04,B,2026-08-25T17:04:35,6,EFF_FL,92.68,%,88.00,,PASS,
SRB5030-2608-0092,L2608C,FIX-04,B,2026-08-25T17:04:42,7,RIPPLE,22.1,mV,,50.0,PASS,
SRB5030-2608-0092,L2608C,FIX-04,B,2026-08-25T17:04:49,8,I_LIM,4.10,A,3.70,5.00,PASS,
SRB5030-2608-0093,L2608D,FIX-01,B,2026-08-25T17:11:00,1,R_OUT,3209.7,ohm,500.0,,PASS,
SRB5030-2608-0093,L2608D,FIX-01,B,2026-08-25T17:11:07,2,IQ_NL,10.63,mA,,25.00,PASS,
SRB5030-2608-0093,L2608D,FIX-01,B,2026-08-25T17:11:14,3,VOUT,5.0055,V,4.9500,5.0500,PASS,
SRB5030-2608-0093,L2608D,FIX-01,B,2026-08-25T17:11:21,4,LINE_REG,0.083,%,,0.300,PASS,
SRB5030-2608-0093,L2608D,FIX-01,B,2026-08-25T17:11:28,5,LOAD_REG,0.375,%,,0.800,PASS,
SRB5030-2608-0093,L2608D,FIX-01,B,2026-08-25T17:11:35,6,EFF_FL,92.50,%,88.00,,PASS,
SRB5030-2608-0093,L2608D,FIX-01,B,2026-08-25T17:11:42,7,RIPPLE,23.4,mV,,50.0,PASS,
SRB5030-2608-0093,L2608D,FIX-01,B,2026-08-25T17:11:49,8,I_LIM,4.50,A,3.70,5.00,PASS,
SRB5030-2608-0094,L2608D,FIX-02,B,2026-08-25T17:18:00,1,R_OUT,3289.2,ohm,500.0,,PASS,
SRB5030-2608-0094,L2608D,FIX-02,B,2026-08-25T17:18:07,2,IQ_NL,10.42,mA,,25.00,PASS,
SRB5030-2608-0094,L2608D,FIX-02,B,2026-08-25T17:18:14,3,VOUT,4.9797,V,4.9500,5.0500,PASS,
SRB5030-2608-0094,L2608D,FIX-02,B,2026-08-25T17:18:21,4,LINE_REG,0.100,%,,0.300,PASS,
SRB5030-2608-0094,L2608D,FIX-02,B,2026-08-25T17:18:28,5,LOAD_REG,0.419,%,,0.800,PASS,
SRB5030-2608-0094,L2608D,FIX-02,B,2026-08-25T17:18:35,6,EFF_FL,92.45,%,88.00,,PASS,
SRB5030-2608-0094,L2608D,FIX-02,B,2026-08-25T17:18:42,7,RIPPLE,23.5,mV,,50.0,PASS,
SRB5030-2608-0094,L2608D,FIX-02,B,2026-08-25T17:18:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0095,L2608D,FIX-03,B,2026-08-25T17:25:00,1,R_OUT,2987.8,ohm,500.0,,PASS,
SRB5030-2608-0095,L2608D,FIX-03,B,2026-08-25T17:25:07,2,IQ_NL,11.55,mA,,25.00,PASS,
SRB5030-2608-0095,L2608D,FIX-03,B,2026-08-25T17:25:14,3,VOUT,4.9668,V,4.9500,5.0500,PASS,
SRB5030-2608-0095,L2608D,FIX-03,B,2026-08-25T17:25:21,4,LINE_REG,0.095,%,,0.300,PASS,
SRB5030-2608-0095,L2608D,FIX-03,B,2026-08-25T17:25:28,5,LOAD_REG,0.379,%,,0.800,PASS,
SRB5030-2608-0095,L2608D,FIX-03,B,2026-08-25T17:25:35,6,EFF_FL,92.68,%,88.00,,PASS,
SRB5030-2608-0095,L2608D,FIX-03,B,2026-08-25T17:25:42,7,RIPPLE,23.4,mV,,50.0,PASS,
SRB5030-2608-0095,L2608D,FIX-03,B,2026-08-25T17:25:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0096,L2608D,FIX-04,B,2026-08-25T17:32:00,1,R_OUT,3345.2,ohm,500.0,,PASS,
SRB5030-2608-0096,L2608D,FIX-04,B,2026-08-25T17:32:07,2,IQ_NL,11.00,mA,,25.00,PASS,
SRB5030-2608-0096,L2608D,FIX-04,B,2026-08-25T17:32:14,3,VOUT,4.9785,V,4.9500,5.0500,PASS,
SRB5030-2608-0096,L2608D,FIX-04,B,2026-08-25T17:32:21,4,LINE_REG,0.100,%,,0.300,PASS,
SRB5030-2608-0096,L2608D,FIX-04,B,2026-08-25T17:32:28,5,LOAD_REG,0.374,%,,0.800,PASS,
SRB5030-2608-0096,L2608D,FIX-04,B,2026-08-25T17:32:35,6,EFF_FL,92.18,%,88.00,,PASS,
SRB5030-2608-0096,L2608D,FIX-04,B,2026-08-25T17:32:42,7,RIPPLE,20.9,mV,,50.0,PASS,
SRB5030-2608-0096,L2608D,FIX-04,B,2026-08-25T17:32:49,8,I_LIM,4.45,A,3.70,5.00,PASS,
SRB5030-2608-0097,L2608A,FIX-01,B,2026-08-25T17:39:00,1,R_OUT,3267.5,ohm,500.0,,PASS,
SRB5030-2608-0097,L2608A,FIX-01,B,2026-08-25T17:39:07,2,IQ_NL,11.22,mA,,25.00,PASS,
SRB5030-2608-0097,L2608A,FIX-01,B,2026-08-25T17:39:14,3,VOUT,4.9907,V,4.9500,5.0500,PASS,
SRB5030-2608-0097,L2608A,FIX-01,B,2026-08-25T17:39:21,4,LINE_REG,0.087,%,,0.300,PASS,
SRB5030-2608-0097,L2608A,FIX-01,B,2026-08-25T17:39:28,5,LOAD_REG,0.345,%,,0.800,PASS,
SRB5030-2608-0097,L2608A,FIX-01,B,2026-08-25T17:39:35,6,EFF_FL,92.79,%,88.00,,PASS,
SRB5030-2608-0097,L2608A,FIX-01,B,2026-08-25T17:39:42,7,RIPPLE,21.4,mV,,50.0,PASS,
SRB5030-2608-0097,L2608A,FIX-01,B,2026-08-25T17:39:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0098,L2608A,FIX-02,B,2026-08-25T17:46:00,1,R_OUT,3214.2,ohm,500.0,,PASS,
SRB5030-2608-0098,L2608A,FIX-02,B,2026-08-25T17:46:07,2,IQ_NL,11.45,mA,,25.00,PASS,
SRB5030-2608-0098,L2608A,FIX-02,B,2026-08-25T17:46:14,3,VOUT,4.9853,V,4.9500,5.0500,PASS,
SRB5030-2608-0098,L2608A,FIX-02,B,2026-08-25T17:46:21,4,LINE_REG,0.154,%,,0.300,PASS,
SRB5030-2608-0098,L2608A,FIX-02,B,2026-08-25T17:46:28,5,LOAD_REG,0.427,%,,0.800,PASS,
SRB5030-2608-0098,L2608A,FIX-02,B,2026-08-25T17:46:35,6,EFF_FL,92.69,%,88.00,,PASS,
SRB5030-2608-0098,L2608A,FIX-02,B,2026-08-25T17:46:42,7,RIPPLE,19.5,mV,,50.0,PASS,
SRB5030-2608-0098,L2608A,FIX-02,B,2026-08-25T17:46:49,8,I_LIM,3.95,A,3.70,5.00,PASS,
SRB5030-2608-0099,L2608A,FIX-03,B,2026-08-25T17:53:00,1,R_OUT,3299.3,ohm,500.0,,PASS,
SRB5030-2608-0099,L2608A,FIX-03,B,2026-08-25T17:53:07,2,IQ_NL,11.57,mA,,25.00,PASS,
SRB5030-2608-0099,L2608A,FIX-03,B,2026-08-25T17:53:14,3,VOUT,4.9533,V,4.9500,5.0500,PASS,
SRB5030-2608-0099,L2608A,FIX-03,B,2026-08-25T17:53:21,4,LINE_REG,0.110,%,,0.300,PASS,
SRB5030-2608-0099,L2608A,FIX-03,B,2026-08-25T17:53:28,5,LOAD_REG,0.421,%,,0.800,PASS,
SRB5030-2608-0099,L2608A,FIX-03,B,2026-08-25T17:53:35,6,EFF_FL,92.61,%,88.00,,PASS,
SRB5030-2608-0099,L2608A,FIX-03,B,2026-08-25T17:53:42,7,RIPPLE,19.8,mV,,50.0,PASS,
SRB5030-2608-0099,L2608A,FIX-03,B,2026-08-25T17:53:49,8,I_LIM,4.45,A,3.70,5.00,PASS,
SRB5030-2608-0100,L2608A,FIX-04,B,2026-08-25T18:00:00,1,R_OUT,3354.2,ohm,500.0,,PASS,
SRB5030-2608-0100,L2608A,FIX-04,B,2026-08-25T18:00:07,2,IQ_NL,11.38,mA,,25.00,PASS,
SRB5030-2608-0100,L2608A,FIX-04,B,2026-08-25T18:00:14,3,VOUT,4.9961,V,4.9500,5.0500,PASS,
SRB5030-2608-0100,L2608A,FIX-04,B,2026-08-25T18:00:21,4,LINE_REG,0.074,%,,0.300,PASS,
SRB5030-2608-0100,L2608A,FIX-04,B,2026-08-25T18:00:28,5,LOAD_REG,0.358,%,,0.800,PASS,
SRB5030-2608-0100,L2608A,FIX-04,B,2026-08-25T18:00:35,6,EFF_FL,92.47,%,88.00,,PASS,
SRB5030-2608-0100,L2608A,FIX-04,B,2026-08-25T18:00:42,7,RIPPLE,22.8,mV,,50.0,PASS,
SRB5030-2608-0100,L2608A,FIX-04,B,2026-08-25T18:00:49,8,I_LIM,4.50,A,3.70,5.00,PASS,
SRB5030-2608-0101,L2608B,FIX-01,A,2026-08-26T07:12:00,1,R_OUT,3423.4,ohm,500.0,,PASS,
SRB5030-2608-0101,L2608B,FIX-01,A,2026-08-26T07:12:07,2,IQ_NL,11.25,mA,,25.00,PASS,
SRB5030-2608-0101,L2608B,FIX-01,A,2026-08-26T07:12:14,3,VOUT,4.9846,V,4.9500,5.0500,PASS,
SRB5030-2608-0101,L2608B,FIX-01,A,2026-08-26T07:12:21,4,LINE_REG,0.111,%,,0.300,PASS,
SRB5030-2608-0101,L2608B,FIX-01,A,2026-08-26T07:12:28,5,LOAD_REG,0.409,%,,0.800,PASS,
SRB5030-2608-0101,L2608B,FIX-01,A,2026-08-26T07:12:35,6,EFF_FL,93.01,%,88.00,,PASS,
SRB5030-2608-0101,L2608B,FIX-01,A,2026-08-26T07:12:42,7,RIPPLE,40.4,mV,,50.0,PASS,
SRB5030-2608-0101,L2608B,FIX-01,A,2026-08-26T07:12:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0102,L2608B,FIX-02,A,2026-08-26T07:19:00,1,R_OUT,3178.4,ohm,500.0,,PASS,
SRB5030-2608-0102,L2608B,FIX-02,A,2026-08-26T07:19:07,2,IQ_NL,11.29,mA,,25.00,PASS,
SRB5030-2608-0102,L2608B,FIX-02,A,2026-08-26T07:19:14,3,VOUT,5.0086,V,4.9500,5.0500,PASS,
SRB5030-2608-0102,L2608B,FIX-02,A,2026-08-26T07:19:21,4,LINE_REG,0.127,%,,0.300,PASS,
SRB5030-2608-0102,L2608B,FIX-02,A,2026-08-26T07:19:28,5,LOAD_REG,0.386,%,,0.800,PASS,
SRB5030-2608-0102,L2608B,FIX-02,A,2026-08-26T07:19:35,6,EFF_FL,92.43,%,88.00,,PASS,
SRB5030-2608-0102,L2608B,FIX-02,A,2026-08-26T07:19:42,7,RIPPLE,48.1,mV,,50.0,PASS,
SRB5030-2608-0102,L2608B,FIX-02,A,2026-08-26T07:19:49,8,I_LIM,4.55,A,3.70,5.00,PASS,
SRB5030-2608-0103,L2608B,FIX-03,A,2026-08-26T07:26:00,1,R_OUT,3423.0,ohm,500.0,,PASS,
SRB5030-2608-0103,L2608B,FIX-03,A,2026-08-26T07:26:07,2,IQ_NL,11.03,mA,,25.00,PASS,
SRB5030-2608-0103,L2608B,FIX-03,A,2026-08-26T07:26:14,3,VOUT,4.9778,V,4.9500,5.0500,PASS,
SRB5030-2608-0103,L2608B,FIX-03,A,2026-08-26T07:26:21,4,LINE_REG,0.126,%,,0.300,PASS,
SRB5030-2608-0103,L2608B,FIX-03,A,2026-08-26T07:26:28,5,LOAD_REG,0.428,%,,0.800,PASS,
SRB5030-2608-0103,L2608B,FIX-03,A,2026-08-26T07:26:35,6,EFF_FL,92.77,%,88.00,,PASS,
SRB5030-2608-0103,L2608B,FIX-03,A,2026-08-26T07:26:42,7,RIPPLE,43.1,mV,,50.0,PASS,
SRB5030-2608-0103,L2608B,FIX-03,A,2026-08-26T07:26:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0104,L2608B,FIX-04,A,2026-08-26T07:33:00,1,R_OUT,3344.7,ohm,500.0,,PASS,
SRB5030-2608-0104,L2608B,FIX-04,A,2026-08-26T07:33:07,2,IQ_NL,10.55,mA,,25.00,PASS,
SRB5030-2608-0104,L2608B,FIX-04,A,2026-08-26T07:33:14,3,VOUT,4.9715,V,4.9500,5.0500,PASS,
SRB5030-2608-0104,L2608B,FIX-04,A,2026-08-26T07:33:21,4,LINE_REG,0.167,%,,0.300,PASS,
SRB5030-2608-0104,L2608B,FIX-04,A,2026-08-26T07:33:28,5,LOAD_REG,0.439,%,,0.800,PASS,
SRB5030-2608-0104,L2608B,FIX-04,A,2026-08-26T07:33:35,6,EFF_FL,92.62,%,88.00,,PASS,
SRB5030-2608-0104,L2608B,FIX-04,A,2026-08-26T07:33:42,7,RIPPLE,45.0,mV,,50.0,PASS,
SRB5030-2608-0104,L2608B,FIX-04,A,2026-08-26T07:33:49,8,I_LIM,4.10,A,3.70,5.00,PASS,
SRB5030-2608-0105,L2608C,FIX-01,A,2026-08-26T07:40:00,1,R_OUT,3311.6,ohm,500.0,,PASS,
SRB5030-2608-0105,L2608C,FIX-01,A,2026-08-26T07:40:07,2,IQ_NL,11.44,mA,,25.00,PASS,
SRB5030-2608-0105,L2608C,FIX-01,A,2026-08-26T07:40:14,3,VOUT,4.9815,V,4.9500,5.0500,PASS,
SRB5030-2608-0105,L2608C,FIX-01,A,2026-08-26T07:40:21,4,LINE_REG,0.129,%,,0.300,PASS,
SRB5030-2608-0105,L2608C,FIX-01,A,2026-08-26T07:40:28,5,LOAD_REG,0.376,%,,0.800,PASS,
SRB5030-2608-0105,L2608C,FIX-01,A,2026-08-26T07:40:35,6,EFF_FL,92.28,%,88.00,,PASS,
SRB5030-2608-0105,L2608C,FIX-01,A,2026-08-26T07:40:42,7,RIPPLE,21.1,mV,,50.0,PASS,
SRB5030-2608-0105,L2608C,FIX-01,A,2026-08-26T07:40:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0106,L2608C,FIX-02,A,2026-08-26T07:47:00,1,R_OUT,3319.3,ohm,500.0,,PASS,
SRB5030-2608-0106,L2608C,FIX-02,A,2026-08-26T07:47:07,2,IQ_NL,10.81,mA,,25.00,PASS,
SRB5030-2608-0106,L2608C,FIX-02,A,2026-08-26T07:47:14,3,VOUT,4.9959,V,4.9500,5.0500,PASS,
SRB5030-2608-0106,L2608C,FIX-02,A,2026-08-26T07:47:21,4,LINE_REG,0.076,%,,0.300,PASS,
SRB5030-2608-0106,L2608C,FIX-02,A,2026-08-26T07:47:28,5,LOAD_REG,0.393,%,,0.800,PASS,
SRB5030-2608-0106,L2608C,FIX-02,A,2026-08-26T07:47:35,6,EFF_FL,92.30,%,88.00,,PASS,
SRB5030-2608-0106,L2608C,FIX-02,A,2026-08-26T07:47:42,7,RIPPLE,22.1,mV,,50.0,PASS,
SRB5030-2608-0106,L2608C,FIX-02,A,2026-08-26T07:47:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0107,L2608C,FIX-03,A,2026-08-26T07:54:00,1,R_OUT,3089.0,ohm,500.0,,PASS,
SRB5030-2608-0107,L2608C,FIX-03,A,2026-08-26T07:54:07,2,IQ_NL,11.22,mA,,25.00,PASS,
SRB5030-2608-0107,L2608C,FIX-03,A,2026-08-26T07:54:14,3,VOUT,4.9641,V,4.9500,5.0500,PASS,
SRB5030-2608-0107,L2608C,FIX-03,A,2026-08-26T07:54:21,4,LINE_REG,0.105,%,,0.300,PASS,
SRB5030-2608-0107,L2608C,FIX-03,A,2026-08-26T07:54:28,5,LOAD_REG,0.353,%,,0.800,PASS,
SRB5030-2608-0107,L2608C,FIX-03,A,2026-08-26T07:54:35,6,EFF_FL,92.02,%,88.00,,PASS,
SRB5030-2608-0107,L2608C,FIX-03,A,2026-08-26T07:54:42,7,RIPPLE,22.2,mV,,50.0,PASS,
SRB5030-2608-0107,L2608C,FIX-03,A,2026-08-26T07:54:49,8,I_LIM,4.10,A,3.70,5.00,PASS,
SRB5030-2608-0108,L2608C,FIX-04,A,2026-08-26T08:01:00,1,R_OUT,3342.0,ohm,500.0,,PASS,
SRB5030-2608-0108,L2608C,FIX-04,A,2026-08-26T08:01:07,2,IQ_NL,11.41,mA,,25.00,PASS,
SRB5030-2608-0108,L2608C,FIX-04,A,2026-08-26T08:01:14,3,VOUT,4.9852,V,4.9500,5.0500,PASS,
SRB5030-2608-0108,L2608C,FIX-04,A,2026-08-26T08:01:21,4,LINE_REG,0.104,%,,0.300,PASS,
SRB5030-2608-0108,L2608C,FIX-04,A,2026-08-26T08:01:28,5,LOAD_REG,0.400,%,,0.800,PASS,
SRB5030-2608-0108,L2608C,FIX-04,A,2026-08-26T08:01:35,6,EFF_FL,92.39,%,88.00,,PASS,
SRB5030-2608-0108,L2608C,FIX-04,A,2026-08-26T08:01:42,7,RIPPLE,23.7,mV,,50.0,PASS,
SRB5030-2608-0108,L2608C,FIX-04,A,2026-08-26T08:01:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0109,L2608D,FIX-01,A,2026-08-26T08:08:00,1,R_OUT,3299.3,ohm,500.0,,PASS,
SRB5030-2608-0109,L2608D,FIX-01,A,2026-08-26T08:08:07,2,IQ_NL,11.32,mA,,25.00,PASS,
SRB5030-2608-0109,L2608D,FIX-01,A,2026-08-26T08:08:14,3,VOUT,4.9849,V,4.9500,5.0500,PASS,
SRB5030-2608-0109,L2608D,FIX-01,A,2026-08-26T08:08:21,4,LINE_REG,0.124,%,,0.300,PASS,
